first_name,last_name,emp_no,birth_date,hire_date
Tesuro,Goodrum,470905,1952-06-05,1985-04-06
Boutros,Standera,470925,1955-09-07,1985-04-20
Lakshmi,Walstra,470933,1952-02-27,1988-09-03
Shaz,Langford,470962,1955-02-20,1986-06-24
Juyoung,Zastre,470973,1954-06-05,1988-12-29
Snehasis,Dredge,470976,1952-12-19,1987-07-25
Nahum,dAstous,470979,1954-08-13,1988-04-16
Parke,Schade,471001,1955-10-14,1987-03-01
Miomir,Erie,471017,1954-01-03,1986-11-25
Rildo,Ligten,471023,1954-07-11,1987-01-06
Yishay,Muhlberg,471036,1955-09-17,1987-04-02
Arumugam,Marrakchi,471038,1953-11-24,1987-01-05
Satoru,Menhoudj,471039,1954-12-03,1988-08-23
Sadok,Karunanithi,471047,1955-09-06,1986-12-01
Mingdong,Sluis,471050,1954-12-15,1986-10-09
Rildo,Hasham,471063,1955-05-10,1987-05-31
Anoosh,Perl,471064,1953-04-11,1987-09-18
Herbert,Stafford,471065,1953-12-08,1988-11-26
Vugranam,Bresenham,471073,1954-11-14,1985-02-06
Kasturi,Swiss,471079,1952-12-24,1988-06-17
Jeane,Morton,471080,1953-07-03,1988-03-27
Ingmar,Merli,471096,1954-06-06,1986-10-09
Zissis,Bouloucos,471103,1953-06-08,1987-07-01
Akeno,Muhlberg,471107,1953-03-21,1987-09-09
Shakhar,Falck,471124,1954-09-01,1987-04-17
Subhankar,Wixon,471131,1952-05-23,1987-04-30
Arvind,Birch,471136,1952-12-12,1986-11-28
Kiyotoshi,Collavizza,471139,1952-05-23,1987-06-12
Noritoshi,Halloran,471140,1953-04-27,1988-04-16
Murthy,Curless,471151,1953-07-12,1988-04-25
Dante,Willoner,471153,1955-10-29,1988-05-25
Samphel,Kaiser,471155,1954-02-18,1985-08-11
Venkatesan,Shimshoni,471156,1952-12-17,1987-09-20
Shounak,Unni,471160,1954-05-18,1987-10-10
Renee,Pouyioutas,471162,1954-08-02,1988-03-31
Bedrich,Kaiser,471173,1952-03-21,1988-07-24
Gianluca,Mitchem,471180,1952-04-30,1988-09-27
Remco,Trumbly,471183,1953-05-30,1986-07-22
Bouchung,Peck,471198,1955-03-20,1986-01-12
Jianhao,Serot,471203,1955-11-30,1986-01-01
Shigehito,Kalefeld,471233,1952-10-25,1988-04-06
Adas,Marletta,471239,1953-03-09,1988-11-23
Brigham,Kalorkoti,471244,1955-12-16,1986-04-09
Sivanarayana,Ferretti,471250,1955-09-30,1986-04-22
Mohua,Luck,471255,1952-05-14,1987-07-17
Danae,Msuda,471264,1954-12-16,1988-01-31
Domenico,Kushnir,471271,1952-12-03,1987-10-10
Sajjad,Munck,471276,1955-12-09,1986-02-23
Christoper,Ranon,471293,1953-02-13,1986-07-27
Pragnesh,Cronau,471295,1953-02-14,1986-07-11
Zeljko,Ramras,471297,1952-08-01,1986-05-20
Jaana,Rassart,471300,1953-12-06,1986-05-19
Shrikanth,Barvinok,471304,1954-06-22,1986-05-02
Aloys,Poupard,471322,1953-08-27,1987-06-02
Ziva,Paciorek,471327,1953-03-01,1985-06-11
Terresa,Bolotov,471332,1955-04-28,1986-05-14
Florian,Diderrich,471336,1953-01-26,1987-11-06
Ayonca,Naumovich,471353,1952-03-11,1987-08-09
Gaurav,Gewali,471361,1954-02-12,1988-11-22
Isamu,Sridhar,471363,1953-12-22,1987-01-17
Ravishankar,Reinhard,471366,1952-12-27,1986-02-27
Youssef,Beeson,471375,1953-07-17,1987-09-11
Mohammed,Aamodt,471383,1955-06-09,1985-12-30
Nirmal,Ratzlaff,471385,1954-12-02,1988-03-15
Amalendu,Poupard,471388,1955-12-10,1986-06-23
Janche,Ghandeharizadeh,471391,1955-07-18,1985-02-13
Rasikan,Eickenmeyer,471395,1954-03-01,1986-09-16
Monique,Itschner,471396,1954-05-29,1985-06-30
Jixiang,Panangaden,471400,1955-08-27,1987-12-28
Toshimo,Kopetz,471404,1954-06-17,1987-08-05
Chinhyun,Ishibashi,471418,1955-09-28,1987-07-11
Gully,Monarch,471419,1954-05-04,1987-07-20
Teunis,Atchley,471422,1953-10-20,1985-03-04
Freyja,Jiang,471424,1955-08-07,1985-08-22
Shen,Asmuth,471425,1953-07-11,1986-02-15
Leszek,Vrecion,471432,1953-12-02,1988-04-25
Takanari,Khamsi,471433,1954-06-12,1985-02-23
Christoper,Impagliazzo,471437,1953-03-19,1988-01-22
Theirry,Czaja,471439,1952-10-17,1988-01-29
Xinan,Welham,471444,1953-10-12,1987-01-28
Duangkaew,Zaccaria,471445,1954-12-30,1985-09-07
Kellyn,Velardi,471449,1955-10-24,1988-03-10
Jovan,Brickell,471461,1953-11-29,1985-05-12
Nimmagadda,Gien,471467,1953-05-03,1987-06-27
Youjian,Halloran,471472,1952-10-01,1986-11-11
Sivanarayana,Speel,471482,1955-06-18,1986-06-14
Janalee,Ozeki,471483,1953-07-21,1985-11-04
Khatoun,Kornyak,471494,1953-06-12,1988-03-17
Amalendu,Debuse,471505,1955-12-28,1986-01-31
Arnd,Siochi,471517,1952-02-16,1988-05-12
Martien,Vesna,471521,1952-05-26,1985-06-04
Munir,Aloia,471529,1952-12-03,1988-12-15
Odoardo,Baca,471540,1955-05-01,1987-10-18
Kwangyoen,Guting,471545,1954-11-19,1987-06-11
Cedric,Picht,471546,1955-10-20,1985-02-19
Alejandro,Ramsak,471549,1953-01-25,1988-04-28
Sadegh,Fujisaki,471550,1952-12-23,1986-08-22
Xiaoheng,Maccarone,471577,1954-11-19,1988-08-10
Volkmar,Ranon,471584,1954-06-22,1987-09-14
Jiong,Vuskovic,471589,1954-07-16,1987-02-28
Yoshinari,Melichar,471603,1955-06-30,1986-10-28
Masadi,Kropp,471606,1954-04-14,1988-09-08
Baziley,Rothenberg,471622,1954-08-12,1987-01-15
Mingsen,Ibel,471631,1953-04-20,1985-07-31
Kyoichi,Jervis,471633,1955-10-13,1985-08-30
Jaihie,Butner,471637,1953-01-24,1985-07-17
Leandro,Unni,471646,1954-12-18,1987-10-31
Zhiwei,Puppe,471647,1954-10-27,1986-01-10
Janche,Tyugu,471653,1952-07-02,1985-04-22
Breannda,Bharadwaj,471664,1955-10-06,1987-05-16
Babette,Kenevan,471666,1952-12-09,1986-11-17
Babette,Koshiba,471678,1955-02-04,1985-02-07
Suzette,Bazelow,471679,1954-08-20,1988-10-25
Christ,Yetto,471683,1953-04-26,1985-05-16
Taizo,Avouris,471687,1955-04-24,1986-02-09
Ramachenga,Serra,471707,1955-12-15,1987-01-13
Nagui,Candan,471708,1954-08-29,1988-01-26
Soenke,Junot,471710,1954-05-29,1988-06-27
Pasqua,Schusler,471715,1955-06-08,1987-10-27
Yuichiro,Billingsley,471716,1952-08-21,1985-04-02
Basant,Gerteisen,471719,1953-07-17,1988-06-05
Xiadong,Hashii,471726,1953-06-30,1986-04-28
Tadahiko,Heystek,471728,1955-12-12,1986-07-05
Bilhanan,Munos,471745,1954-09-07,1988-06-29
Tadahiro,Krider,471747,1952-05-07,1986-09-26
Mayumi,Picel,471748,1952-08-01,1988-08-20
Arlette,Pero,471753,1954-11-16,1986-04-24
Atreyi,Huhdanpaa,471758,1955-02-18,1986-12-25
Gao,Schaaf,471764,1953-01-10,1988-05-18
Richara,Murtha,471765,1955-11-07,1988-11-09
Tadanori,Miake,471766,1955-02-13,1987-09-29
Rutger,Cannard,471768,1953-05-19,1987-06-22
Conrado,Demri,471773,1955-03-06,1985-08-29
Alexius,Strehl,471782,1954-07-28,1985-10-10
Charmane,Asrin,471790,1953-04-19,1987-02-09
Tsutomu,Etalle,471792,1953-11-23,1986-10-07
Khun,Shanbhogue,471796,1955-02-28,1987-02-09
Heather,Flanders,471799,1955-05-24,1985-10-10
Guttorm,Diderrich,471800,1954-04-27,1985-08-12
Moty,Paciorek,471809,1952-08-30,1988-09-25
Saeed,Keustermans,471814,1954-09-22,1988-05-26
Adas,Sidje,471815,1955-05-10,1986-03-17
Tuval,Merlo,471833,1952-10-24,1985-03-12
Christoph,Honiden,471839,1955-08-05,1985-07-10
Katsuo,Maccarone,471847,1953-09-07,1987-03-21
Jaihie,Benner,471849,1955-07-04,1986-11-12
Sadegh,Srimani,471857,1953-08-15,1988-03-10
Chinya,Ruther,471858,1955-08-23,1986-11-06
Morris,Orlowski,471861,1952-03-31,1985-11-11
Zhensheng,Katalagarianos,471867,1952-09-15,1988-07-18
Tze,Seiwald,471870,1953-08-11,1987-11-10
Chiradeep,Velasco,471882,1954-02-13,1985-04-07
Volkmar,Renear,471887,1955-09-19,1985-07-29
Eran,Molberg,471899,1953-04-24,1987-01-22
Youssef,Brender,471904,1953-02-21,1986-05-04
Claude,Mikschl,471921,1955-08-13,1986-02-26
Kristen,Bale,471929,1953-04-17,1988-04-13
Heekeun,Hardjono,471942,1953-09-27,1986-06-23
Alselm,Pleszkun,471943,1954-09-02,1985-10-02
Debaprosad,Perng,471948,1955-09-06,1985-04-04
Junichi,Cooley,471960,1952-12-29,1986-12-31
Joydip,Bach,471962,1955-02-03,1988-12-13
Janche,Leaver,471964,1952-06-11,1986-03-12
Lalit,Demos,471970,1954-10-26,1987-10-30
Otilia,Zschoche,471975,1952-08-25,1985-08-11
Torsten,Henseler,471976,1954-12-22,1988-10-01
Xiaoqiu,Huhdanpaa,471981,1954-02-19,1987-01-24
Mana,Ushiama,471985,1955-05-11,1988-07-27
Mads,Ranst,471986,1952-10-22,1985-02-10
Tomokazu,Kadhim,471989,1955-06-10,1985-11-29
Janche,Farrag,471991,1953-06-28,1988-09-22
Uwe,Mukaidono,471997,1953-05-18,1986-11-30
Fen,Salvesen,472008,1953-06-17,1986-10-17
Kotesh,Basart,472009,1953-11-06,1988-02-09
Evgueni,Kavraki,472012,1954-09-20,1987-10-22
Phule,Douceur,472013,1954-12-27,1988-04-26
Leszek,Litzler,472020,1952-05-30,1986-01-12
Marsha,Wielonsky,472021,1953-06-09,1987-06-25
Somnath,Bennis,472022,1955-04-09,1985-10-25
Ronghao,Savasere,472026,1953-08-29,1985-08-05
Samphel,Lagarias,472035,1953-04-15,1988-05-20
Garnet,Thombley,472038,1954-09-22,1985-04-29
Florian,Beutelspacher,472047,1955-09-22,1985-11-14
LiMin,Molenaar,472056,1953-12-23,1986-02-22
Lijie,Leivant,472057,1954-07-13,1985-09-30
Temple,Litecky,472064,1953-10-14,1985-03-16
Hugo,Schurmann,472066,1954-05-15,1985-03-24
Lubomir,Ernst,472096,1955-03-17,1986-04-14
Gil,Redmiles,472102,1955-01-27,1986-02-16
Yechiam,Yoshizawa,472108,1955-01-31,1987-10-03
Jaroslava,Azevdeo,472116,1954-12-02,1985-04-05
Jenwei,Serra,472121,1954-08-13,1986-12-08
Leucio,Biran,472130,1953-06-24,1986-01-26
Nathan,Boreale,472133,1955-11-24,1987-03-21
Tadanori,dAstous,472136,1955-04-11,1987-02-10
Sverrir,Luck,472149,1953-01-06,1988-11-19
Vasilii,Ashish,472159,1953-07-23,1988-07-21
Janalee,Dengi,472172,1952-12-08,1988-04-27
Dung,Janetzko,472186,1953-07-25,1987-01-08
Stabislas,Jiang,472188,1954-01-24,1986-03-15
Padma,Wrigley,472192,1954-12-16,1986-09-09
Bokyung,Zultner,472194,1953-07-30,1987-05-18
Deborah,Brendel,472203,1955-05-23,1985-03-15
Kasturi,Thambidurai,472209,1954-03-13,1988-06-17
Takahiro,Naumovich,472221,1953-02-06,1986-02-03
Hidde,Birke,472223,1955-04-21,1986-03-02
Kensyu,Lunt,472234,1953-11-05,1985-07-10
Roded,Maierhofer,472250,1953-04-08,1985-11-25
Marlo,Krohn,472255,1955-07-20,1987-03-16
Satoru,Lemarechal,472268,1955-10-17,1987-04-21
Takahira,Chachaty,472282,1954-08-10,1987-08-30
Sastry,Molberg,472295,1952-10-23,1985-06-17
Kiam,Schmiedel,472303,1954-07-17,1986-08-31
Rance,Burnard,472307,1955-03-20,1987-10-29
Arunas,Chimia,472309,1952-11-03,1987-06-29
Sashi,Dulin,472310,1952-10-31,1986-03-11
Sanjay,Katalagarianos,472322,1955-09-02,1986-01-10
Roselyn,Frolund,472331,1955-05-19,1988-09-28
Zeljko,Jansen,472335,1954-01-10,1987-10-05
Gaurav,Jonsson,472340,1952-04-09,1985-08-07
Zeljko,Ouhyoung,472349,1955-03-07,1985-07-23
Aral,Rattan,472366,1953-01-19,1986-07-20
Barton,Oxenboll,472367,1953-03-30,1988-10-06
Ranan,Weedon,472375,1955-06-12,1986-01-15
Yucel,Maraist,472381,1952-04-30,1987-09-06
Mohammed,Simmel,472391,1955-06-06,1985-03-25
Uzi,Masada,472392,1953-12-31,1988-03-23
Heping,Falck,472399,1953-05-02,1987-12-03
Susanna,Rande,472402,1954-11-15,1988-06-18
Leah,Woycyznski,472403,1954-03-25,1988-09-14
Tianruo,Veldwijk,472411,1952-10-11,1985-09-06
Zine,Eiter,472412,1953-11-23,1988-04-01
Claude,Itzfeldt,472423,1952-11-13,1987-03-06
Baocai,Markovitch,472426,1952-10-10,1985-08-23
Gully,Cyre,472429,1953-09-09,1987-11-14
Val,Heuter,472445,1954-12-17,1987-08-26
Emdad,Peternell,472459,1954-04-04,1986-11-27
Tetsushi,Farrar,472485,1954-07-21,1985-04-15
Fei,Parfitt,472489,1953-11-07,1987-08-30
Satosi,Marakhovsky,472496,1954-11-11,1986-12-19
Nobuyoshi,Riefers,472504,1955-12-31,1986-08-01
Jaroslava,Bolotov,472509,1954-12-26,1988-01-31
Mayuri,Edelhoff,472512,1954-02-27,1986-04-10
Sanjoy,Birta,472513,1952-02-10,1985-06-23
Mong,Swift,472518,1953-07-15,1988-02-09
Qunsheng,Henders,472565,1954-12-06,1988-01-24
Mingdong,Stassinopoulos,472574,1953-10-12,1986-06-05
Mary,Rosti,472588,1953-02-02,1988-04-14
Yuuichi,Zyda,472590,1952-02-06,1988-10-04
Eckart,Bondorf,472591,1953-03-01,1987-06-15
Changho,Hofstetter,472596,1955-12-18,1987-03-11
Vugranam,Garrabrants,472597,1955-03-25,1985-07-24
Xuejun,Levasseur,472598,1955-09-23,1986-12-24
Susanne,Malinowski,472611,1955-07-11,1985-09-06
Anyuan,Lanteri,472612,1953-11-18,1986-12-11
Kensei,Bage,472622,1954-12-30,1988-12-15
Rosalyn,Picaronny,472633,1952-09-12,1986-12-07
Jixiang,Tagansky,472635,1953-03-29,1985-11-17
Khun,Kobara,472640,1952-09-02,1986-01-11
Toney,Gecseg,472644,1955-03-17,1985-08-21
Yuping,Hebden,472646,1953-01-25,1986-08-25
Theirry,Ratnakar,472650,1955-12-07,1986-03-25
Ingemar,Shumilov,472657,1954-12-20,1986-09-06
Rajmohan,Lueh,472665,1955-01-06,1986-07-14
Mitsuyuki,Gruenwald,472678,1952-02-02,1985-12-04
Suvo,Ratzlaff,472680,1953-08-08,1987-06-23
Richara,Kilgore,472681,1953-02-22,1987-04-01
Prasadram,Oxman,472686,1952-05-31,1987-03-13
IEEE,Danecki,472692,1955-09-17,1987-10-25
Jiann,Isaac,472701,1954-03-06,1987-08-08
Chaoyi,Gimarc,472705,1954-03-01,1985-04-17
Kerryn,Morrin,472706,1953-11-14,1987-03-01
Kokou,Streit,472708,1953-08-21,1987-07-11
Anestis,Majewski,472709,1954-08-24,1986-11-23
Arunas,Lammel,472719,1952-06-09,1985-11-15
Gal,Sudbeck,472720,1955-02-28,1985-11-23
Arvind,Kowalchuk,472723,1953-07-08,1985-07-04
Zejun,Miyakawa,472735,1954-12-02,1985-09-12
Franziska,Silva,472736,1953-04-02,1988-12-19
Mong,Demian,472740,1953-09-15,1987-12-14
Lunjin,Zweizig,472743,1955-05-21,1986-05-11
Malu,Denny,472748,1955-01-10,1985-12-24
Boalin,Emden,472764,1953-01-28,1985-08-04
Huan,Hasham,472781,1955-10-21,1988-08-14
Teiji,Knightly,472795,1955-08-24,1988-08-15
Basim,Terkki,472796,1952-10-08,1985-05-23
Behnaam,Griswold,472797,1952-02-14,1986-09-03
Duangkaew,Landherr,472808,1954-09-05,1985-02-11
Baziley,Highland,472829,1953-07-05,1988-07-29
Giordano,Lanphier,472834,1954-01-29,1986-08-11
Alassane,Rassart,472836,1952-08-14,1986-09-09
Gila,Limongiello,472853,1954-12-23,1988-06-30
Xiaoqiang,Aseltine,472857,1952-09-06,1985-07-19
Zito,Bondorf,472867,1952-09-12,1985-06-11
Gino,Kaltofen,472887,1952-12-30,1985-09-29
Jongsuk,Harllee,472895,1954-11-20,1985-04-02
Shahaf,Copas,472900,1952-07-06,1987-03-12
Sanjit,Chepyzhov,472907,1952-02-21,1987-05-25
Weidon,Lorho,472914,1954-11-16,1987-01-20
Shuichi,Cronin,472920,1953-09-02,1988-02-14
Fusako,Prampolini,472925,1953-06-14,1988-12-12
Hsiangchu,Vandervoorde,472931,1953-05-01,1987-04-18
Naraig,Dalton,472939,1953-09-21,1986-02-12
Guiseppe,Brookman,472957,1953-02-12,1988-03-14
Mingdong,Leslie,472959,1953-08-05,1988-04-21
Shigeo,Beznosov,472964,1952-09-07,1986-07-27
Yongqiao,Ramsak,472969,1954-02-11,1987-05-11
Hauke,Peot,472977,1953-12-09,1987-12-27
Vishu,Zschoche,472978,1954-05-11,1987-02-18
Nikolaos,Lally,472981,1952-05-24,1987-10-11
Achilleas,Molberg,472984,1953-08-03,1986-02-07
Khun,Lieblein,472985,1952-07-01,1985-05-11
Kyoichi,Hitomi,472990,1954-09-01,1985-05-07
Muneo,Salinas,472997,1953-05-15,1987-04-28
Filipe,Ranst,473015,1954-09-18,1985-02-18
Akemi,Attimonelli,473021,1952-06-13,1986-10-24
Radhika,Furudate,473038,1954-04-23,1987-06-08
Arie,Lyonns,473049,1955-06-27,1987-08-10
Remko,Dalphin,473050,1954-02-03,1987-02-21
Shaowei,Chelton,473076,1952-09-05,1987-06-20
Feiyu,Bernatsky,473078,1954-03-23,1986-07-23
Shooichi,Linnainmaa,473097,1952-08-29,1987-11-09
Falguni,Speer,473100,1955-12-08,1986-02-14
Toshimitsu,Angelov,473113,1955-08-06,1985-11-01
Sadun,Bultermann,473116,1952-03-06,1985-05-25
Sushant,Hennings,473121,1953-05-13,1986-09-11
Weijing,Dredge,473128,1952-11-07,1985-10-23
Navid,Perz,473134,1954-01-09,1985-04-17
Jiakeng,Rosti,473140,1953-04-27,1987-09-05
Fuqing,Rosay,473160,1952-08-08,1986-06-01
Masamitsu,Erde,473166,1954-07-02,1988-06-12
Mototsugu,Verhoeff,473178,1955-02-08,1988-01-30
Tse,Maginnis,473181,1955-04-05,1986-03-02
Patricio,Slutz,473184,1955-04-02,1986-10-29
Jiann,Tagansky,473186,1954-10-25,1988-12-06
Kerhong,Famili,473200,1952-10-24,1987-05-11
Sadun,Benzmuller,473202,1955-03-14,1986-12-26
Arunachalam,Masaki,473204,1954-02-07,1985-04-16
Naraig,Mayerwieser,473212,1953-12-31,1987-09-15
Miomir,Validov,473214,1955-01-03,1988-05-06
Keung,Ritzmann,473215,1954-05-24,1985-04-02
Arup,Crabtree,473224,1953-02-15,1987-11-08
Jagoda,Baez,473232,1954-09-04,1985-11-12
Harjit,Cannane,473241,1953-08-05,1985-07-06
JoAnna,Limongiello,473274,1954-05-24,1988-07-16
Leaf,Janetzko,473275,1955-06-26,1986-09-15
Odysseas,Bednarek,473287,1953-09-25,1986-06-18
Basil,Yoshizawa,473298,1953-06-19,1986-07-02
Marla,Warwick,473307,1954-01-08,1988-12-12
Hironobu,Ruemmler,473314,1952-06-20,1985-08-15
Supot,Ranai,473317,1953-07-28,1985-12-15
Khalil,Underwood,473318,1955-06-19,1987-12-11
Pantung,Lodder,473322,1952-10-24,1985-07-16
Rajmohan,Chaudhury,473329,1953-06-05,1987-04-05
Naraig,Perfilyeva,473330,1954-05-07,1986-12-09
Maia,Hammerschmidt,473350,1953-12-31,1985-07-30
Weidon,Auyong,473357,1955-12-15,1986-04-15
Luisa,Eterovic,473365,1955-03-12,1987-10-11
Takushi,Zwicker,473370,1953-10-12,1988-08-11
Mrinalini,Zumaque,473377,1955-11-26,1985-06-15
Avishai,Callaway,473379,1954-11-26,1986-02-19
Vojin,Ouhyoung,473398,1953-01-05,1986-02-28
Piyush,Leaver,473411,1953-06-07,1988-08-14
Koldo,Janetzko,473445,1954-09-01,1988-05-07
Yonghoan,Masaki,473454,1953-07-24,1985-07-30
Shawna,Fabrizio,473455,1954-01-29,1988-01-22
Zhiguo,Peyn,473457,1955-07-07,1987-11-14
Subhrajyoti,Bhattacharjee,473469,1953-10-10,1988-05-28
Stabislas,Basawa,473471,1953-03-03,1986-01-06
Dinkar,Moffat,473475,1954-04-08,1985-04-05
Giap,Lindqvist,473477,1955-01-21,1987-04-15
Genta,Gulla,473483,1953-05-07,1986-04-10
Doohun,Vuskovic,473492,1952-05-31,1986-11-18
Satyanarayana,Fontet,473502,1952-12-13,1987-02-24
Valeri,Kawashimo,473514,1952-04-04,1985-12-02
Douadi,Sifakis,473519,1953-04-29,1986-12-23
Malu,Katalagarianos,473521,1954-10-05,1987-10-26
Chenye,Schrift,473530,1952-07-11,1985-09-10
Miomir,Vesel,473551,1955-09-03,1987-06-21
Subir,Ouhyoung,473560,1955-03-27,1985-04-08
Serge,Basagni,473564,1953-01-15,1986-05-21
Zorica,Journel,473570,1955-10-01,1985-12-07
Bodo,Vesna,473577,1952-11-19,1987-11-26
Srinidhi,Champarnaud,473579,1952-08-29,1986-10-21
Doowon,Ushiama,473585,1954-04-21,1985-06-21
Marla,Esteva,473593,1953-06-17,1985-12-08
Gennady,Rissanen,473599,1952-09-07,1988-06-30
Nectarios,Monarch,473605,1954-05-03,1986-05-07
Goo,Doering,473619,1954-03-15,1988-02-23
Iara,Schapiro,473622,1955-05-14,1988-07-24
Ortrun,Makrucki,473644,1954-07-07,1985-12-20
Richard,Lichtner,473645,1953-12-31,1986-12-14
Eishiro,Antonisse,473659,1954-04-25,1988-07-09
Maya,Doering,473669,1953-06-30,1985-05-03
Kerhong,Aingworth,473685,1953-05-10,1985-07-24
Valeri,Auyong,473688,1955-03-10,1985-03-27
Zhanqiu,Junot,473690,1954-03-22,1987-12-09
Aluzio,Thambidurai,473693,1954-06-03,1987-10-17
Felicidad,Sudkamp,473698,1952-06-13,1987-07-31
Richard,Angel,473701,1955-09-26,1985-04-03
Steve,Baar,473703,1954-01-18,1986-01-14
Kwangho,Bultermann,473715,1952-09-18,1986-06-16
Noritoshi,Luff,473718,1955-01-10,1986-03-12
Bader,Mattern,473719,1954-05-08,1985-06-11
Yaghout,Gladwell,473740,1954-02-02,1986-10-07
Miomir,Chepyzhov,473741,1952-11-17,1985-06-15
Xuejia,Bamford,473757,1955-04-13,1985-10-25
Alejandra,Shobatake,473759,1954-02-02,1985-07-07
Khatoun,Underwood,473762,1954-02-27,1987-05-08
Aemilian,Demir,473776,1955-05-24,1985-04-11
Qingxiang,Verspoor,473779,1954-03-07,1988-02-23
Steve,Marchegay,473783,1953-12-29,1987-07-23
Navin,Maccarone,473795,1952-11-01,1987-05-14
Herb,Lakshmanan,473800,1954-11-08,1986-09-01
Rosine,Manderick,473801,1954-11-12,1985-08-30
Gopalakrishnan,Baba,473804,1954-12-25,1986-12-15
Shunichi,Hoogerwoord,473805,1952-02-24,1987-08-19
Suebskul,Janocha,473806,1953-11-26,1988-07-15
Mitsuyuki,Wissmann,473808,1955-04-19,1985-11-02
Khue,Levergood,473812,1952-11-14,1985-09-03
Gina,Chaudhury,473822,1954-03-20,1987-02-26
Renny,Luke,473825,1955-08-30,1988-05-10
Kwangjo,Parhami,473832,1953-03-13,1986-09-15
Kish,Zobel,473834,1954-12-02,1987-10-25
Moriyoshi,McClure,473841,1954-06-14,1987-01-07
Munehiko,Lung,473845,1955-01-06,1988-08-19
Magdalena,Butner,473848,1953-06-05,1988-02-20
Hidde,Baek,473856,1955-04-12,1987-05-01
Vesna,Tetzlaff,473857,1955-10-30,1988-01-02
Janalee,Facello,473885,1955-07-03,1987-01-23
Seongbae,Rattan,473897,1954-07-05,1985-05-23
Yucai,Badache,473899,1952-04-04,1987-06-26
Stella,Sichman,473903,1952-12-05,1988-01-16
Bokyung,Staelin,473910,1953-01-30,1987-04-12
Kwangyoen,Coorg,473911,1953-04-07,1987-10-29
Sanjay,Munro,473913,1953-12-15,1987-04-05
Leaf,Uludag,473916,1955-06-05,1987-03-31
Arumugam,Vecchio,473917,1955-07-01,1987-07-18
Achilleas,Scallan,473919,1952-10-29,1987-07-04
Pragnesh,Kamber,473921,1954-04-07,1987-03-31
Remzi,Hemaspaandra,473923,1953-12-05,1988-01-01
Kazuhiko,Rahier,473944,1953-08-31,1986-08-19
Van,Alencar,473947,1955-01-15,1988-11-10
Janche,Heystek,473953,1953-04-22,1986-08-29
Kristin,Bugrara,473954,1955-12-20,1986-11-19
Sanjeeva,Hempstead,473964,1952-10-15,1987-07-10
Nagui,Yoshizawa,473975,1952-09-13,1986-09-25
Hironoby,Llado,474022,1953-03-31,1988-07-28
Mitchel,Glowinski,474033,1955-12-07,1987-08-27
Mototsugu,Fasbender,474057,1952-09-18,1988-09-06
Seongbin,Wilfing,474063,1953-06-24,1986-05-07
Jeanne,Rathonyi,474064,1953-11-16,1985-10-06
Nishit,Vigier,474073,1954-07-15,1985-12-15
Masoud,Pusterhofer,474076,1953-02-13,1986-11-08
Florian,Peroz,474086,1952-04-04,1987-12-27
Hatsukazu,Rosaz,474115,1954-11-24,1987-04-04
Magy,Koblick,474124,1953-01-02,1985-09-10
Shridhar,Riexinger,474131,1953-10-17,1987-02-24
Yagil,Cairo,474138,1955-01-30,1988-02-10
Nathan,Emiris,474146,1954-12-11,1985-08-18
Jackson,Taneja,474154,1953-07-17,1985-05-29
Jongsuk,Heijenga,474158,1953-09-04,1988-02-29
Ulises,Bala,474168,1955-10-16,1985-05-03
Xiahua,Slaats,474173,1953-03-03,1986-07-09
Shimshon,Azuma,474176,1953-09-06,1985-07-02
Hinrich,Masand,474177,1955-02-17,1985-12-28
Padma,Garnick,474183,1953-11-25,1986-07-20
Phillip,Speckmann,474193,1953-03-23,1988-02-04
Ult,Iisaka,474194,1954-02-02,1985-06-16
Masako,Sabnani,474200,1953-07-20,1986-10-06
Charmane,Masand,474209,1954-08-05,1986-12-17
Vishwani,Munawer,474220,1955-10-17,1986-12-27
Bojan,Heuser,474221,1952-12-29,1987-02-27
Masamitsu,Jahnichen,474232,1953-07-01,1988-06-17
Huai,Stenning,474239,1955-07-25,1985-12-05
Rosine,Munck,474254,1952-11-17,1986-03-21
Willard,Pellegrinelli,474260,1955-07-22,1988-07-07
Kazunori,Randt,474276,1955-08-24,1988-02-06
Angel,Perry,474280,1952-04-06,1986-05-26
Fei,Zhiwei,474290,1953-09-04,1986-07-27
Udaiprakash,Kroft,474293,1954-05-04,1987-10-31
Marco,Hockney,474303,1954-07-31,1987-05-22
Kristinn,Gist,474322,1954-03-11,1987-01-16
Jackson,Ariola,474324,1952-10-13,1988-01-19
Feixiong,Imataki,474344,1955-12-10,1986-03-10
Kannan,Zizka,474353,1953-09-06,1985-02-12
Bezalel,Asrin,474366,1953-12-25,1985-12-24
Susanna,Chelton,474370,1952-09-08,1985-09-22
Jovan,Bage,474376,1952-04-01,1986-07-24
Collette,Ohori,474386,1954-12-16,1988-09-22
Shooichi,Bach,474388,1954-05-16,1986-02-16
Sariel,Terlouw,474391,1955-09-11,1985-07-01
Jiakeng,Fritzsche,474394,1952-02-07,1986-02-08
Herb,Ushiama,474400,1955-09-27,1985-09-23
Souichi,Potthoff,474410,1955-06-01,1987-12-06
Lech,McAlpine,474421,1955-03-02,1987-03-08
Genta,Bauknecht,474439,1955-04-20,1985-09-05
Taizo,Fiutem,474447,1952-07-01,1985-07-09
Zhenbing,Poujol,474453,1955-12-30,1987-10-18
Kazuhira,Lammel,474474,1953-06-12,1987-04-14
